Body,Call,Number,Procedure,Block,Number in block,Title
es_age_1166,2013,2,1,,24,"Estrategia, objetivos y funciones del directivo de Sistemas y Tecnologías de la Información en la Administración."
es_age_1166,2013,2,1,,25,Herramientas de planificación y control de gestión de la función del directivo de Sistemas y Tecnologías de la Información en la Administración. El cuadro de mando.
es_age_1166,2013,2,1,,26,"Organización y funcionamiento de un Centro de Sistemas de Información. Funciones de: desarrollo, mantenimiento, sistemas, bases de datos, comunicaciones, infocentro y relaciones con usuarios."
es_age_1166,2013,2,1,,27,Dirección de proyectos. Planificación de recursos técnicos y humanos.
es_age_1166,2013,2,1,,28,Dirección y gestión de proyectos de tecnologías de la información.
es_age_1166,2013,2,1,,29,La política de protección de datos de carácter personal. Normativa. La Agencia Española de Protección de Datos.
es_age_1166,2013,2,1,,30,La legislación en materia de sociedad de la información y administración electrónica en España y Europa.
es_age_1166,2013,2,1,,31,"Auditoría Informática I. Concepto y contenidos. Administración, planeamiento, organización, infraestructura técnica y prácticas operativas."
es_age_1166,2013,2,1,,32,"Auditoría Informática II. Protección de activos de información, recuperación de desastres y continuidad del negocio."
es_age_1166,2013,2,1,,33,"Auditoría Informática III. Desarrollo, adquisición, implementación y mantenimiento de sistemas. Evaluación de procesos y gestión de riesgos."
es_age_1166,2013,2,1,,34,La teoría de la decisión multicriterio como modelo de referencia metodológico para la selección de bienes sencillos. El método de ponderación lineal.
es_age_1166,2013,2,1,,35,Alternativas básicas de decisión en el campo del equipamiento hardware y software.
es_age_1166,2013,2,1,,36,La protección jurídica de los programas de ordenador.
es_age_1166,2013,2,1,,37,Los medios de comprobación de la legalidad y control del software.
es_age_1166,2013,2,1,,38,La rentabilidad de las inversiones en los proyectos de Tecnologías de la Información.
es_age_1166,2013,2,1,,39,Accesibilidad y usabilidad. W3C.
es_age_1166,2013,2,1,,40,Interoperabilidad y sistemas abiertos. Política de la Unión Europea al respecto.
es_age_1166,2013,2,1,,41,La gestión de la compra pública de tecnologías de la información.
es_age_1166,2013,2,1,,42,Organizaciones internacionales y nacionales de normalización. Pruebas de conformidad y certificación. El establecimiento de servicios de pruebas de conformidad.
es_age_1166,2013,2,1,,43,El acceso electrónico a las Administraciones Públicas. La Ley 11/2007 y su normativa de desarrollo. Los Esquemas Nacionales de Seguridad e Interoperabilidad y las Normas Técnicas de Interoperabilidad.
es_age_1166,2013,2,1,,44,Instrumentos para la cooperación entre Administraciones Públicas en materia de Administración Electrónica. Infraestructuras y servicios comunes. Plataformas de validación e interconexión de redes.
es_age_1166,2013,2,2,,45,Sistemas de altas prestaciones. Grid Computing.
es_age_1166,2013,2,2,,46,"Equipos departamentales y estaciones gráficas de trabajo. Dispositivos personales de PC, Tablet PC, Pocket PC. La conectividad de los dispositivos personales."
es_age_1166,2013,2,2,,47,"Cloud Computing. IaaS, PaaS, SaaS. Nubes privadas, pública e híbridas."
es_age_1166,2013,2,2,,48,Sistemas de almacenamiento para sistemas grandes y departamentales. Dispositivos para tratamiento de información multimedia.
es_age_1166,2013,2,2,,49,"Tipos de sistemas de información multiusuario. Sistemas grandes, medios y pequeños. Servidores de datos y de aplicaciones. Virtualización de servidores."
es_age_1166,2013,2,2,,50,El procesamiento cooperativo y la arquitectura cliente-servidor.
es_age_1166,2013,2,2,,51,Arquitectura SOA.
es_age_1166,2013,2,2,,52,"Concepto, evolución y tendencias de los sistemas operativos."
es_age_1166,2013,2,2,,53,El sistema operativo UNIX-LINUX. Conceptos básicos.
es_age_1166,2013,2,2,,54,"El Sistema Operativo UNIX-LINUX. Administración. Interfase gráfica-Gnome, KDE, etc."
es_age_1166,2013,2,2,,55,Los Sistemas Operativos y el soporte lógico de base I. Sistemas de altas prestaciones.
es_age_1166,2013,2,2,,56,Los Sistemas Operativos y el soporte lógico de base II. Entorno Microsoft.
es_age_1166,2013,2,2,,57,Los sistemas de gestión de bases de datos SGBD. El modelo de referencia de ANSI.
es_age_1166,2013,2,2,,58,El modelo relacional. El lenguaje SQL. Normas y estándares para la interoperabilidad entre gestores de bases de datos relacionales.
es_age_1166,2013,2,2,,59,Entorno de desarrollo Microsoft.NET para software con distribución.
es_age_1166,2013,2,2,,60,Entorno de desarrollo JAVA para software con distribución.
es_age_1166,2013,2,2,,61,Software de código abierto I. Software libre. Conceptos base.
es_age_1166,2013,2,2,,62,Software de código abierto II. Software libre. Aplicaciones en entorno ofimático y servidores Web.
es_age_1166,2013,2,2,,63,"Inteligencia artificial: La orientación heurística, inteligencia artificial distribuida, agentes inteligentes."
es_age_1166,2013,2,2,,64,Gestión del conocimiento: Representación del conocimiento. Sistemas expertos. Herramientas.
es_age_1166,2013,2,2,,65,Sistemas CRM (Customer Relationship Management) y ERP (Enterprise Resource Planning). Generación de informes a la Dirección.
es_age_1166,2013,2,2,,66,"E-learning: Conceptos, herramientas, sistemas de implantación y normalización."
es_age_1166,2013,2,2,,67,Los sistemas de información geográfica. Conceptos y funcionalidad básicos.
es_age_1166,2013,2,2,,68,Gestión de los datos corporativos. Almacén de datos (Data-Warehouse). Arquitectura OLAP. Minería de datos. Big Data.
es_age_1166,2013,2,2,,69,Lenguajes y herramientas para la utilización de redes globales. HTML y XML.
es_age_1166,2013,2,2,,70,Comercio electrónico. Mecanismos de pago. Gestión del negocio. Factura electrónica. Pasarelas de pago.
es_age_1166,2013,2,2,,71,"Workflow, Groupware y Data-Warehouse."
es_age_1166,2013,2,2,,72,El cifrado. Algoritmos de cifrado simétricos y asimétricos. La función hash. El notariado.
es_age_1166,2013,2,2,,73,Servicios de autenticación: El rol de los certificados digitales. Localización de claves públicas. Servicio de directorio X 500. Marco de autenticación X 509. Otros servicios.
es_age_1166,2013,2,2,,74,Infraestructura de clave pública (PKI): Definición y elementos de una PKI. Prestación de servicios de certificación públicos y privados. Gestión del ciclo de vida de un certificado. Jerarquías de PSC. Protocolos de directorio basados en LDAP. Almacenamiento seguro de claves privadas: »Smart Cards». DNI electrónico.
es_age_1166,2013,2,2,,75,Adaptación de aplicaciones y entornos a los requisitos de la normativa de protección de datos según los niveles de seguridad. Herramientas de encriptación y auditoría.
es_age_1166,2013,2,3,,76,El ciclo de vida de los sistemas de información. Modelos del ciclo de vida.
es_age_1166,2013,2,3,,77,Planificación estratégica de sistemas de información y de comunicaciones. El plan de sistemas de información.
es_age_1166,2013,2,3,,78,El análisis de requisitos de los sistemas de información y de comunicaciones.
es_age_1166,2013,2,3,,79,Metodología de desarrollo de sistemas. Orientación al proceso y orientación a los datos. Metodologías de desarrollo ágil de software. Técnicas BPM (Business Process Management).
es_age_1166,2013,2,3,,80,Análisis de sistemas de información. El modelo entidad relación. Entidades y superentidades.
es_age_1166,2013,2,3,,81,"El análisis estructurado. Diccionario de datos, diagrama de flujo de datos. Análisis esencial."
es_age_1166,2013,2,3,,82,"El análisis orientado a objetos. Objetos, clases, herencia, métodos. Arquitecturas de Objetos distribuidos."
es_age_1166,2013,2,3,,83,Técnicas de análisis y diseño de sistemas transaccionales.
es_age_1166,2013,2,3,,84,El diseño estructurado. Diseño orientado a objetos.
es_age_1166,2013,2,3,,85,La elaboración de prototipos en el desarrollo de sistemas.
es_age_1166,2013,2,3,,86,La metodología de planificación y desarrollo de Sistemas de Información Métrica.
es_age_1166,2013,2,3,,87,La garantía de calidad en el proceso de producción del software.
es_age_1166,2013,2,3,,88,Métricas y evaluación de la calidad del software. La implantación de la función de calidad.
es_age_1166,2013,2,3,,89,La estimación de recursos y esfuerzo en el desarrollo de sistemas de información.
es_age_1166,2013,2,3,,90,La migración de aplicaciones en el marco de procesos de ajuste dimensional.
es_age_1166,2013,2,3,,91,Reingeniería de sistemas de información e ingeniería inversa.
es_age_1166,2013,2,3,,92,La calidad en los servicios de información. El Modelo EFQM y la Guía para los servicios ISO 9004.
es_age_1166,2013,2,3,,93,El tratamiento de imágenes y el proceso electrónico de documentos.
es_age_1166,2013,2,3,,94,Reconocimiento óptico de caracteres y reconocimiento de voz.
es_age_1166,2013,2,3,,95,Gestión documental. Gestión de contenidos.
es_age_1166,2013,2,3,,96,Sistemas de recuperación de la información.
es_age_1166,2013,2,3,,97,"Políticas, procedimientos y métodos para la conservación de la información en soporte."
es_age_1166,2013,2,3,,98,"Planificación y control de las TIC, ITIL (IT Infrastructure Library), CoBIT (Control Objetives for Information and Related Technology), objetivos de control y métricas. Gestión de servicios e infraestructuras TIC, gestión del valor de las TIC."
es_age_1166,2013,2,4,,99,Sistemas de cableado y equipos de interconexión de redes.
es_age_1166,2013,2,4,,100,Protocolos de transporte: tipos y funcionamiento. La familia de protocolos TCP/IP. El protocolo IPv6. MPLS. Voz sobre IP.
es_age_1166,2013,2,4,,101,Redes de área local. Redes de área extensa.
es_age_1166,2013,2,4,,102,Interconexión de redes.
es_age_1166,2013,2,4,,103,Las redes públicas de transmisión de datos.
es_age_1166,2013,2,4,,104,Planificación y gestión de redes.
es_age_1166,2013,2,4,,105,Telecomunicaciones por cable (CATV). Estructura de la red de cable. Operadores del mercado. Servicios de red.
es_age_1166,2013,2,4,,106,El correo electrónico. Servicios de directorio.
es_age_1166,2013,2,4,,107,"Comunicaciones: xDSL, Wi-Fi (IEEE802.11), Wi-Max (IEEE802.16). Bluetooth. Seguridad, normativa reguladora. Ventajas e inconvenientes"
es_age_1166,2013,2,4,,108,"Las comunicaciones móviles. Tecnologías de telefonía móvil analógica y digital (GSM y otras tecnologías como GPRS). Los servicios de tercera generación (UMTS, HSDPA)."
es_age_1166,2013,2,4,,109,De Frame Relay y ATM a las redes de nueva generación.
es_age_1166,2013,2,4,,110,"Normas reguladoras de las telecomunicaciones. Comisión Nacional del Mercado de Telecomunicaciones: organización, funciones y competencia."
es_age_1166,2013,2,4,,111,"La seguridad en redes. Control de accesos. Técnicas criptográficas. Mecanismos de firma digital. Control de Intrusiones. Cortafuegos. Seguridad en nivel de aplicación: protección de servicios web, bases de datos e interfaces de usuario."
es_age_1166,2013,2,4,,112,La red Internet y los servicios básicos.
es_age_1166,2013,2,4,,113,"Arquitectura de las redes Intranet y Extranet. Concepto, estructura y características. Su implantación en las organizaciones. Modelo de capas: Servidores de aplicaciones, servidores de datos, granjas de servidores."
es_age_1166,2013,2,4,,114,"Arquitectura de desarrollo en la WEB (I). Integración de contenido, sonido, imagen y animación. Scripts del cliente."
es_age_1166,2013,2,4,,115,Arquitectura de desarrollo en la WEB (II). Tecnología.NET
es_age_1166,2013,2,4,,116,Arquitectura de desarrollo en la WEB (III). Tecnología JAVA.
es_age_1166,2013,2,4,,117,Sistemas de videoconferencia. Herramientas de trabajo en grupo. Dimensionamiento y calidad de servicio en las comunicaciones y acondicionamiento de salas y equipos.
es_age_1166,2013,2,4,,118,"Acceso remoto a sistemas corporativos: gestión de identidades, single sign-on y teletrabajo."
es_age_1166,2013,2,4,,119,Virtualización de sistemas y de centros de datos. Virtualización de puestos de trabajo. Maquetas de terminales Windows y de servidores Linux.
es_age_1166,2013,2,4,,120,Web 2.0. Herramientas de trabajo colaborativo.
es_age_1166,2014,1,1,,1,"La Constitución española de 1978 (I). Los principios constitucionales. Los derechos fundamentales y sus garantías. La Corona. Cortes Generales. Congreso de los Diputados y Senado. El Gobierno. Los Órganos constitucionales de control del Gobierno: Tribunal de Cuentas, Defensor del Pueblo. La función consultiva: El Consejo de Estado."
es_age_1166,2014,1,1,,2,"La Constitución española de 1978 (II). El Poder Judicial. La justicia en la Constitución. El Consejo General del Poder Judicial. El Ministerio Fiscal. El Tribunal Constitucional. Naturaleza, organización y atribuciones."
es_age_1166,2014,1,1,,3,La Constitución española de 1978 (III). Las Comunidades Autónomas: organización política y administrativa. La Administración Local: regulación constitucional y entidades que la integran.
es_age_1166,2014,1,1,,4,La Constitución española de 1978 (IV). La Administración Pública: Principios constitucionales. La Administración General del Estado. Sus órganos centrales.
es_age_1166,2014,1,1,,5,"La Unión Europea: antecedentes, evolución y objetivos. Los tratados originarios y modificativos. El Derecho de la Unión Europea. Fuentes. Relación entre el Derecho de la Unión Europea y el ordenamiento jurídico de los Estados miembros. La participación del Estados miembros en el proceso decisorio."
es_age_1166,2014,1,1,,6,"Las Instituciones de la Unión Europea: el Consejo Europeo, el Consejo, la Comisión Europea, el Parlamento Europeo el Tribunal de Justicia de la Unión Europea, el Tribunal de Cuentas y el Banco Central Europeo."
es_age_1166,2014,1,1,,7,Procedimiento administrativo presencial y telemático. Procedimiento administrativo común: principios generales. Sus fases. Implementación de registros de entrada y salida.
es_age_1166,2014,1,1,,8,La revisión de los actos en vía administrativa. Los recursos administrativos. El recurso contencioso-administrativo.
es_age_1166,2014,1,1,,9,La responsabilidad patrimonial de las Administraciones públicas. Procedimiento de responsabilidad patrimonial. La acción de responsabilidad.
es_age_1166,2014,1,2,,10,Los contratos de las Administraciones Públicas. Principios comunes. La Ley de Contratos del Sector Público. Requisitos necesarios para la celebración de los contratos. Procedimientos de contratación y formas de adjudicación. Tipos de contratos y características generales.
es_age_1166,2014,1,2,,11,Los presupuestos generales del Estado. Estructura del presupuesto: clasificación de los gastos. Las modificaciones presupuestarias. La ejecución del gasto y su control. El control interno: la Intervención General de la Administración del Estado. El control externo: el Tribunal de Cuentas y las Cortes Generales.
es_age_1166,2014,1,3,,12,El modelo económico español en el marco de la economía mundial. El crecimiento sostenible y las políticas ambientales. Líneas generales de la política económica actual.
es_age_1166,2014,1,3,,13,"El sector primario. El sector industrial. El sector servicios. Los subsectores de comercio, transportes y comunicaciones. El turismo."
es_age_1166,2014,1,3,,14,La estructura social. Tendencias demográficas. Políticas de igualdad de género. Discapacidad y dependencia. Políticas contra la violencia de género.
es_age_1166,2014,1,3,,15,El mercado de trabajo: evolución y características actuales. Principales magnitudes. Políticas públicas de empleo.
es_age_1166,2014,1,3,,16,El impacto de las tecnologías de la información y las comunicaciones en la economía y en el mercado de trabajo. Principales magnitudes.
es_age_1166,2014,1,4,,17,La función gerencial en las Administraciones Públicas. Particularidades de la gestión pública.
es_age_1166,2014,1,4,,18,Los procesos de modernización de las Administraciones públicas. La calidad en los servicios públicos. Las tecnologías de la información y las comunicaciones en los procesos de modernización. Las estrategias ante el cambio hacia la Administración electrónica.
es_age_1166,2014,1,4,,19,La crisis de la burocracia como sistema de gestión. La adecuación de técnicas del sector privado. El »management» público. La gobernanza. La ética pública.
es_age_1166,2014,1,4,,20,La gestión del conocimiento y el capital intelectual en las organizaciones.
es_age_1166,2014,2,1,,21,Definición y estructura de los Sistemas de Información.
es_age_1166,2014,2,1,,22,La información en las organizaciones. Las organizaciones basadas en la información. La Administración como caso específico de este tipo de organización. Reutilización de la Información en el Sector Público en Europa y España. Datos abiertos.
es_age_1166,2014,2,1,,23,"La comunicación en las organizaciones complejas. Captación, flujo y aprovechamiento de la información. Consecuencias del funcionamiento deficiente de los Sistemas de Información."
es_age_1166,2014,2,1,,24,"Estrategia, objetivos y funciones del directivo de Sistemas y Tecnologías de la Información en la Administración."
es_age_1166,2014,2,1,,25,Herramientas de planificación y control de gestión de la función del directivo de Sistemas y Tecnologías de la Información en la Administración. El cuadro de mando.
es_age_1166,2014,2,1,,26,"Organización y funcionamiento de un Centro de Sistemas de Información. Funciones de: desarrollo, mantenimiento, sistemas, bases de datos, comunicaciones, infocentro y relaciones con usuarios."
es_age_1166,2014,2,1,,27,Dirección de proyectos. Planificación de recursos técnicos y humanos.
es_age_1166,2014,2,1,,28,Dirección y gestión de proyectos de tecnologías de la información.
es_age_1166,2014,2,1,,29,La política de protección de datos de carácter personal. Normativa. La Agencia Española de Protección de Datos.
es_age_1166,2014,2,1,,30,La legislación en materia de sociedad de la información y administración electrónica en España y Europa.
es_age_1166,2014,2,1,,31,"Auditoría Informática I. Concepto y contenidos. Administración, planeamiento, organización, infraestructura técnica y prácticas operativas."
es_age_1166,2014,2,1,,32,"Auditoría Informática II. Protección de activos de información, recuperación de desastres y continuidad del negocio."
es_age_1166,2014,2,1,,33,"Auditoría Informática III. Desarrollo, adquisición, implementación y mantenimiento de sistemas. Evaluación de procesos y gestión de riesgos."
es_age_1166,2014,2,1,,34,La teoría de la decisión multicriterio como modelo de referencia metodológico para la selección de biens sencillos. El método de ponderación lineal.
es_age_1166,2014,2,1,,35,Alternativas básicas de decisión en el campo del equipamiento hardware y software.
es_age_1166,2014,2,1,,36,La protección jurídica de los programas de ordenador.
es_age_1166,2014,2,1,,37,Los medios de comprobación de la legalidad y control del software.
es_age_1166,2014,2,1,,38,La rentabilidad de las inversiones en los proyectos de Tecnologías de la Información.
es_age_1166,2014,2,1,,39,Accesibilidad y usabilidad. W3C. Diseño universal.
es_age_1166,2014,2,1,,40,Interoperabilidad y sistemas abiertos. Política de la Unión Europea al respecto.
es_age_1166,2014,2,1,,41,La gestión de la compra pública de tecnologías de la información.
es_age_1166,2014,2,1,,42,Organizaciones internacionales y nacionales de normalización. Pruebas de conformidad y certificación. El establecimiento de servicios de pruebas de conformidad.
es_age_1166,2014,2,1,,43,El acceso electrónico a las Administraciones Públicas. La Ley 11/2007 y su normativa de desarrollo. Los Esquemas Nacionales de Seguridad e Interoperabilidad y las Normas Técnicas de Interoperabilidad.
es_age_1166,2014,2,1,,44,Instrumentos para la cooperación entre Administraciones Públicas en materia de Administración Electrónica. Infraestructuras y servicios comunes. Plataformas de validación e interconexión de redes.
es_age_1166,2014,2,2,,45,Sistemas de altas prestaciones. Grid Computing.
es_age_1166,2014,2,2,,46,"Equipos departamentales y estaciones gráficas de trabajo. Dispositivos personales de PC, Tablet PC, Pocket PC y dispositivos móviles. La conectividad de los dispositivos personales."
es_age_1166,2014,2,2,,47,"Cloud Computing. IaaS, PaaS, SaaS. Nubes privadas, pública e híbridas."
es_age_1166,2014,2,2,,48,Sistemas de almacenamiento para sistemas grandes y departamentales. Dispositivos para tratamiento de información multimedia. Virtualización del almacenamiento.
es_age_1166,2014,2,2,,49,"Tipos de sistemas de información multiusuario. Sistemas grandes, medios y pequeños. Servidores de datos y de aplicaciones. Virtualización de servidores."
es_age_1166,2014,2,2,,50,El procesamiento cooperativo y la arquitectura cliente-servidor.
es_age_1166,2014,2,2,,51,Arquitectura SOA.
es_age_1166,2014,2,2,,52,"Concepto, evolución y tendencias de los sistemas operativos."
es_age_1166,2014,2,2,,53,El sistema operativo UNIX-LINUX. Conceptos básicos.
es_age_1166,2014,2,2,,54,"El Sistema Operativo UNIX-LINUX. Administración. Interfase gráfica-Gnome, KDE, etc."
es_age_1166,2014,2,2,,55,Los Sistemas Operativos y el soporte lógico de base I. Sistemas de altas prestaciones.
es_age_1166,2014,2,2,,56,Los Sistemas Operativos y el soporte lógico de base II. Entorno Microsoft.
es_age_1166,2014,2,2,,57,Los sistemas de gestión de bases de datos SGBD. El modelo de referencia de ANSI.
es_age_1166,2014,2,2,,58,El modelo relacional. El lenguaje SQL. Normas y estándares para la interoperabilidad entre gestores de bases de datos relacionales.
es_age_1166,2014,2,2,,59,Entorno de desarrollo Microsoft.NET para software con distribución.
es_age_1166,2014,2,2,,60,Entorno de desarrollo JAVA para software con distribución.
es_age_1166,2014,2,2,,61,Software de código abierto I. Software libre. Conceptos base.
es_age_1166,2014,2,2,,62,Software de código abierto II. Software libre. Aplicaciones en entorno ofimático y servidores Web.
es_age_1166,2014,2,2,,63,"Inteligencia artificial: la orientación heurística, inteligencia artificial distribuida, agentes inteligentes."
es_age_1166,2014,2,2,,64,Gestión del conocimiento: representación del conocimiento. Sistemas expertos. Herramientas.
es_age_1166,2014,2,2,,65,Sistemas CRM (Customer Relationship Management) y ERP (Enterprise Resource Planning). Generación de informes a la Dirección.
es_age_1166,2014,2,2,,66,"E-learning: Conceptos, herramientas, sistemas de implantación y normalización."
es_age_1166,2014,2,2,,67,Los sistemas de información geográfica. Conceptos y funcionalidad básicos.
es_age_1166,2014,2,2,,68,Gestión de los datos corporativos. Almacén de datos (Data-Warehouse). Arquitectura OLAP. Minería de datos. Big Data.
es_age_1166,2014,2,2,,69,Lenguajes y herramientas para la utilización de redes globales. HTML y XML.
es_age_1166,2014,2,2,,70,Comercio electrónico. Mecanismos de pago. Gestión del negocio. Factura electrónica. Pasarelas de pago.
es_age_1166,2014,2,2,,71,"Workflow, Groupware y Data-Warehouse."
es_age_1166,2014,2,2,,72,El cifrado. Algoritmos de cifrado simétricos y asimétricos. La función hash. El notariado.
es_age_1166,2014,2,2,,73,Servicios de autenticación: el rol de los certificados digitales. Localización de claves públicas. Servicio de directorio X 500. Marco de autenticación X 509. Otros servicios.
es_age_1166,2014,2,2,,74,Infraestructura de clave pública (PKI): definición y elementos de una PKI. Prestación de servicios de certificación públicos y privados. Gestión del ciclo de vida de un certificado. Jerarquías de PSC. Protocolos de directorio basados en LDAP. Almacenamiento seguro de claves privadas: «Smart Cards». DNI electrónico.
es_age_1166,2014,2,2,,75,Adaptación de aplicaciones y entornos a los requisitos de la normativa de protección de datos según los niveles de seguridad. Herramientas de encriptación y auditoría.
es_age_1166,2014,2,3,,76,El ciclo de vida de los sistemas de información. Modelos del ciclo de vida.
es_age_1166,2014,2,3,,77,Planificación estratégica de sistemas de información y de comunicaciones. El plan de sistemas de información.
es_age_1166,2014,2,3,,78,El análisis de requisitos de los sistemas de información y de comunicaciones.
es_age_1166,2014,2,3,,79,Metodología de desarrollo de sistemas. Orientación al proceso y orientación a los datos. Metodologías de desarrollo ágil de software. Técnicas BPM (Business Process Management).
es_age_1166,2014,2,3,,80,Análisis de sistemas de información. El modelo entidad relación. Entidades y superentidades.
es_age_1166,2014,2,3,,81,"El análisis estructurado. Diccionario de datos, diagrama de flujo de datos. Análisis esencial."
es_age_1166,2014,2,3,,82,"El análisis orientado a objetos. Objetos, clases, herencia, métodos. Arquitecturas de Objetos distribuidos."
es_age_1166,2014,2,3,,83,Técnicas de análisis y diseño de sistemas transaccionales.
es_age_1166,2014,2,3,,84,El diseño estructurado. Diseño orientado a objetos.
es_age_1166,2014,2,3,,85,La elaboración de prototipos en el desarrollo de sistemas.
es_age_1166,2014,2,3,,86,La metodología de planificación y desarrollo de Sistemas de Información Métrica.
es_age_1166,2014,2,3,,87,La garantía de calidad en el proceso de producción del software.
es_age_1166,2014,2,3,,88,Métricas y evaluación de la calidad del software. La implantación de la función de calidad.
es_age_1166,2014,2,3,,89,La estimación de recursos y esfuerzo en el desarrollo de sistemas de información.
es_age_1166,2014,2,3,,90,La migración de aplicaciones en el marco de procesos de ajuste dimensional.
es_age_1166,2014,2,3,,91,Reingeniería de sistemas de información e ingeniería inversa.
es_age_1166,2014,2,3,,92,La calidad en los servicios de información. El Modelo EFQM y la Guía para los servicios ISO 9004.
es_age_1166,2014,2,3,,93,El tratamiento de imágenes y el proceso electrónico de documentos.
es_age_1166,2014,2,3,,94,Reconocimiento óptico de caracteres y reconocimiento de voz.
es_age_1166,2014,2,3,,95,Gestión documental. Gestión de contenidos.
es_age_1166,2014,2,3,,96,Sistemas de recuperación de la información.
es_age_1166,2014,2,3,,97,"Políticas, procedimientos y métodos para la conservación de la información en soporte."
es_age_1166,2014,2,3,,98,"Planificación y control de las TIC, ITIL (IT Infrastructure Library), CoBIT (Control Objetives for Information and Related Technology), objetivos de control y métricas. Gestión de servicios e infraestructuras TIC, gestión del valor de las TIC. Redes, Comunicaciones e Internet"
es_age_1166,2014,2,3,,99,Sistemas de cableado y equipos de interconexión de redes.
es_age_1166,2014,2,3,,100,Protocolos de transporte: tipos y funcionamiento. La familia de protocolos TCP/IP. El protocolo IPv6. MPLS. Voz sobre IP.
es_age_1166,2014,2,3,,101,Redes de área local. Redes de área extensa.
es_age_1166,2014,2,3,,102,Interconexión de redes.
es_age_1166,2014,2,3,,103,Las redes públicas de transmisión de datos.
es_age_1166,2014,2,3,,104,Planificación y gestión de redes.
es_age_1166,2014,2,3,,105,Telecomunicaciones por cable (CATV). Estructura de la red de cable. Operadores del mercado. Servicios de red.
es_age_1166,2014,2,3,,106,El correo electrónico. Servicios de directorio.
es_age_1166,2014,2,3,,107,"Comunicaciones: xDSL, Wi-Fi (IEEE802.11), Wi-Max (IEEE802.16). Bluetooth. Seguridad, normativa reguladora. Ventajas e inconvenientes."
es_age_1166,2014,2,3,,108,Las comunicaciones móviles. Generaciones de tecnologías de telefonía móvil.
es_age_1166,2014,2,3,,109,De Frame Relay y ATM a las redes de nueva generación.
es_age_1166,2014,2,3,,110,"Normas reguladoras de las telecomunicaciones. Comisión Nacional del Mercado de Telecomunicaciones: organización, funciones y competencia."
es_age_1166,2014,2,3,,111,"La seguridad en redes. Control de accesos. Técnicas criptográficas. Mecanismos de firma digital. Control de Intrusiones. Cortafuegos. Seguridad en nivel de aplicación: protección de servicios web, bases de datos e interfaces de usuario."
es_age_1166,2014,2,3,,112,La red Internet y los servicios básicos.
es_age_1166,2014,2,3,,113,"Arquitectura de las redes Intranet y Extranet. Concepto, estructura y características. Su implantación en las organizaciones. Modelo de capas: servidores de aplicaciones, servidores de datos, granjas de servidores."
es_age_1166,2014,2,3,,114,"Arquitectura de desarrollo en la web (I). Integración de contenido, sonido, imagen y animación. Scripts del cliente."
es_age_1166,2014,2,3,,115,Arquitectura de desarrollo en la web (II). Tecnología.NET
es_age_1166,2014,2,3,,116,Arquitectura de desarrollo en la web (III). Tecnología JAVA.
es_age_1166,2014,2,3,,117,Sistemas de videoconferencia. Herramientas de trabajo en grupo. Dimensionamiento y calidad de servicio en las comunicaciones y acondicionamiento de salas y equipos.
es_age_1166,2014,2,3,,118,"Acceso remoto a sistemas corporativos: gestión de identidades, single sign-on y teletrabajo."
es_age_1166,2014,2,3,,119,Virtualización de sistemas y de centros de datos. Virtualización de puestos de trabajo. Maquetas de terminales Windows y de servidores Linux.
es_age_1166,2014,2,3,,120,Web 2.0. Herramientas de trabajo colaborativo.
es_age_1166,2015,1,1,,1,"La Constitución española de 1978 (I). Los principios constitucionales. Los derechos fundamentales y sus garantías. La Corona. Cortes Generales. Congreso de los Diputados y Senado. El Gobierno. Los Órganos constitucionales de control del Gobierno: Tribunal de Cuentas, Defensor del Pueblo. La función consultiva: El Consejo de Estado."
es_age_1166,2015,1,1,,2,"La Constitución española de 1978 (II). El Poder Judicial. La justicia en la Constitución. El Consejo General del Poder Judicial. El Ministerio Fiscal. El Tribunal Constitucional. Naturaleza, organización y atribuciones."
es_age_1166,2015,1,1,,3,La Constitución española de 1978 (III). Las Comunidades Autónomas: organización política y administrativa. La Administración Local: regulación constitucional y entidades que la integran.
es_age_1166,2015,1,1,,4,La Constitución española de 1978 (IV). La Administración Pública: Principios constitucionales. La Administración General del Estado. Sus órganos centrales.
es_age_1166,2015,1,1,,5,"La Unión Europea: antecedentes, evolución y objetivos. Los tratados originarios y modificativos. El Derecho de la Unión Europea. Fuentes. Relación entre el Derecho de la Unión Europea y el ordenamiento jurídico de los Estados miembros. La participación del Estados miembros en el proceso decisorio."
es_age_1166,2015,1,1,,6,"Las Instituciones de la Unión Europea: el Consejo Europeo, el Consejo, la Comisión Europea, el Parlamento Europeo el Tribunal de Justicia de la Unión Europea, el Tribunal de Cuentas y el Banco Central Europeo."
es_age_1166,2015,1,2,,7,Procedimiento administrativo presencial y telemático. Procedimiento administrativo común: principios generales. Sus fases. Implementación de registros de entrada y salida.
es_age_1166,2015,1,2,,8,La revisión de los actos en vía administrativa. Los recursos administrativos. El recurso contencioso-administrativo.
es_age_1166,2015,1,2,,9,La responsabilidad patrimonial de las Administraciones Públicas. Procedimiento de responsabilidad patrimonial. La acción de responsabilidad.
es_age_1166,2015,1,2,,10,Los contratos de las Administraciones Públicas. Principios comunes. La Ley de Contratos del Sector Público. Requisitos necesarios para la celebración de los contratos. Procedimientos de contratación y formas de adjudicación. Tipos de contratos y características generales.
